,PCA1,PCA2,PCA3,PCA4,UMAP1,UMAP2
VT_181122_M338_183.mzML,-0.0771204,0.2652321,-0.10951288,-0.31033087,6.4702725,5.0816593
batch13/VT_200829_M436_051.mzML,0.16638814,-0.5767051,-0.66441834,0.15112485,1.7768294,6.939928
VT_170729_M021_003.mzML,0.4561179,0.6644015,-1.2875048,0.46769142,2.9201658,12.942389
batch2/KL_200507_M436_071.mzML,0.82504845,-1.1477059,-0.30058718,0.3274311,-0.94107866,15.15167
VT_170729_M021_261.mzML,0.74444395,1.5769091,-1.3129207,0.12440491,17.92456,10.341911
batch3/KL_200508_M436_063.mzML,2.0060003,-0.50749445,0.44005308,0.54363793,-0.44695094,15.835109
batch15/VT_200901_M436_163.mzML,0.18307112,-0.099866316,-0.12891956,-0.12341749,6.9721823,5.8484735
batch25/VT_200919_M436_091.mzML,-0.55713564,-1.8892624,-2.909169,0.20631559,-0.06859539,2.8813186
batch37/VT_201013_M436_229.mzML,-0.112913676,-2.3527038,-0.5536528,-0.33851784,-1.0948834,4.403567
batch23/VT_200912_M436_161.mzML,1.4009293,0.11862894,0.038140975,-0.15382059,4.0494003,10.4821205
batch23/VT_200912_M436_243.mzML,0.8597076,-0.25660402,0.36852357,0.17806956,4.1404166,10.398366
VT_181025_M338_221.mzML,0.69805825,0.29880223,-0.7209768,-0.046005107,5.2811966,-0.2765806
batch9/KL_200516_M436_105.mzML,1.1564764,-0.3392282,-0.29764432,-0.8398845,-1.5747381,15.454114
VT_170729_M021_009.mzML,0.7234845,1.1660559,-1.5939261,0.4810483,2.899309,12.885505
VT_170729_M021_249.mzML,0.27477068,0.11291979,-1.6727556,0.6876094,2.918365,12.941477
batch35/VT_201006_M436_163.mzML,0.7293268,-0.10854514,0.60842603,0.6208584,4.1477327,8.742996
VT_170728_M021_187.mzML,-1.0459099,-0.7711201,-0.043737493,-1.29277,20.1362,6.911665
VT_181207_M338_017.mzML,-0.084014006,-0.13009606,0.35183805,-0.53669745,9.155756,6.8544693
batch2/KL_200507_M436_263.mzML,2.154397,-0.16428284,0.3939359,0.1323733,-0.36100549,16.215546
batch14/VT_200830_M436_035.mzML,0.33538455,-0.9817847,-0.63930607,0.22382352,1.4235479,6.9552584
VT_181103_M338_133.mzML,0.20515408,0.35147455,0.025207935,-0.038133673,7.9394445,4.3652525
batch2/KL_200507_M436_039.mzML,1.2428881,-1.3499346,-0.0010233228,0.9551144,-0.7322319,14.960521
batch1/KL_200505_M436_221.mzML,1.9847523,-0.28975496,0.23513247,0.18424334,-0.46837595,16.070648
batch6/KL_200513_M436_089.mzML,1.0211607,-0.41859257,0.37500927,0.25412032,-1.1179594,15.615705
batch2/KL_200507_M436_079.mzML,1.0201476,-0.64295346,-0.12810288,-0.56344414,-1.6035291,15.358625
batch2/KL_200507_M436_191.mzML,1.6729941,-0.32485083,0.114989035,0.17953238,-0.67015386,15.932432
batch16/VT_200902_M436_203.mzML,0.52604973,-0.49504626,-0.42125884,-0.43043053,1.5642048,6.596388
batch12/VT_200827_M436_083.mzML,2.4895287,0.68127203,0.2128874,1.028698,5.688954,8.105038
batch23/VT_200912_M436_121.mzML,0.46922937,-1.874865,-1.5490209,0.77916014,0.017231744,4.647094
VT_170729_M021_105.mzML,-1.2073241,-0.86591625,-0.059719548,-1.3289078,20.274666,6.8407736
VT_171031_M314_001.mzML,1.8776921,1.8084081,-1.8824519,2.213246,4.142866,-5.039959
batch37/VT_201013_M436_233.mzML,0.8408575,-0.32583174,-0.5239383,-0.8588076,1.489291,6.505651
VT_171025_M314_303.mzML,2.160235,1.8706986,-2.00082,2.481786,4.14017,-5.049842
VT_170729_M021_107.mzML,-0.20743781,0.024699599,0.20361382,-0.04756559,7.527311,5.650352
VT_170728_M021_189.mzML,-0.6268701,-0.48625487,-0.040341303,-1.0514892,19.790548,6.98822
batch4/KL_200510_M436_103.mzML,1.0763248,-0.2803225,-0.17216164,-0.5546608,-1.5595771,15.473126
batch25/VT_200919_M436_227.mzML,0.85560113,0.54361254,1.2354023,0.2568141,4.6101065,9.242012
batch17/VT_200904_M436_243.mzML,1.3673176,0.22206542,-0.046655655,0.8437701,4.55254,7.780824
batch24/VT_200913_M436_043.mzML,0.517808,-0.59903204,-1.1269975,0.5996605,0.93955904,4.4107547
VT_171028_M314_297.mzML,1.41958,1.5635402,-1.8439198,2.0742805,4.144841,-5.0542984
batch9/KL_200516_M436_137.mzML,1.7860945,-0.6414918,0.24645285,0.74177265,-0.4911215,15.748617
batch13/VT_200829_M436_083.mzML,0.4050714,-0.046190433,-0.23064178,-0.52587044,3.7336185,6.314285
VT_181021_M338_121.mzML,0.08170101,0.14020726,-0.08969243,-0.19742678,7.3137784,5.032254
batch15/VT_200901_M436_091.mzML,0.65778136,-0.3993765,-0.39965576,0.73625505,2.7539387,6.7202463
batch17/VT_200904_M436_059.mzML,1.7295834,0.19453321,0.1350693,1.0932454,5.059947,7.8845797
VT_181212_M338_195.mzML,-0.0145202,-0.09196752,0.4051669,-0.60807604,9.121008,6.8655467
batch4/KL_200510_M436_111.mzML,2.0021675,-0.14580178,0.06863828,-0.34276646,-0.6866329,16.105627
batch28/VT_200922_M436_129.mzML,1.1753101,0.71405137,0.3051537,-0.71974176,4.270062,10.604831
VT_160722_M198_013.mzML,0.97084457,2.1288266,-2.6282218,0.5489271,2.4711037,0.81300616
batch23/VT_200912_M436_259.mzML,1.028477,0.18523577,1.2935096,0.5547574,4.674951,9.436831
batch27/VT_200921_M436_259.mzML,-0.33986354,-0.91476923,-1.6767961,-0.2435797,0.3106501,3.0933273
VT_171029_M314_083.mzML,0.74222726,0.39469406,-0.71945673,0.7899747,4.451953,-2.6603055
batch22/VT_200910_M436_171.mzML,0.18933965,-0.82495576,-0.5792116,0.25222906,1.6070725,7.053003
pHILIC_2_207.mzML,-1.0950171,3.3669398,0.16929898,2.8962097,10.921625,19.99067
batch2/KL_200507_M436_255.mzML,2.5298166,-0.15447654,0.42704004,0.29497325,-0.25990358,16.297607
VT_181204_M338_065.mzML,0.107775725,-0.6136754,0.11062559,-0.30859172,9.952021,7.6175003
batch38/VT_201015_M436_195.mzML,-0.7848016,-1.4531606,-2.1558335,-0.20505816,-0.0016239433,2.9286358
batch45/VT_201024_M436_235.mzML,0.05282972,-0.39554048,-0.601838,0.09633831,1.5241177,5.218703
batch24/VT_200913_M436_267.mzML,0.21426335,-0.07807773,-0.10338692,-0.03200563,6.922353,5.8731523
VT_171026_M314_019.mzML,1.5277915,1.4262999,-0.91501397,1.5898485,4.4108863,-3.6377692
batch1/KL_200505_M436_229.mzML,1.4471933,-1.0740732,0.10502717,0.8373099,-0.73161507,15.276077
batch37/VT_201013_M436_211.mzML,1.6028706,-0.65269655,1.0352795,1.3184497,3.3776708,8.616122
batch45/VT_201024_M436_251.mzML,-0.692878,-1.9440374,-2.8379695,0.236104,-0.062365122,2.882573
VT_171029_M314_299.mzML,1.6069437,1.3299133,-1.6684159,1.8543203,4.132658,-5.0688996
batch30/VT_200925_M436_083.mzML,0.22176617,-0.6180032,-0.52962196,-0.83556014,1.3992537,6.5620937
batch1/KL_200505_M436_261.mzML,1.8664116,-0.3257874,0.16045079,-0.30831975,-0.6560757,16.088808
batch19/VT_200906_M436_067.mzML,0.14810868,-1.6708552,-0.7155905,0.07514009,0.84036475,6.798186
batch11/VT_200826_M436_201.mzML,0.9699797,0.17025971,0.07014332,0.37446025,4.2772026,7.65426
batch23/VT_200912_M436_219.mzML,0.7068545,-0.056157537,0.7069988,0.06085612,4.326683,10.180071
VT_170728_M021_003.mzML,0.48272833,0.9764038,-0.8906289,0.22766347,17.954762,10.355759
VT_170728_M021_147.mzML,0.5515105,0.7596705,-1.4954044,0.42454335,2.8823555,12.893565
batch30/VT_200925_M436_043.mzML,0.17698245,-1.6258991,-2.8733058,1.0785853,-0.005308915,3.0828304
batch37/VT_201013_M436_037.mzML,1.9058845,-1.4773234,-1.2125549,1.8674698,0.13007922,4.0067115
batch41/VT_201018_M436_035.mzML,1.0450208,0.13698164,0.20658101,-1.1507533,4.5311418,10.846389
VT_170729_M021_037.mzML,0.020612117,0.208577,0.013869176,0.070089586,8.173114,4.7212534
batch42/VT_201020_M436_067.mzML,0.77296174,-1.5890945,-2.7180908,1.2278881,0.09687146,3.427992
batch3/KL_200508_M436_119.mzML,2.4218333,-0.0030719824,0.24037257,0.060696796,-0.3478018,16.265818
batch2/KL_200507_M436_031.mzML,1.2958695,-0.831966,0.22191897,0.51296836,-0.716048,15.428311
batch7/KL_200514_M436_215.mzML,1.3224325,-0.17378321,0.13690087,-0.14910229,-1.9648231,14.995675
VT_181120_M338_159.mzML,-0.17249766,-0.46333283,0.27011913,-0.24040686,9.678076,7.341966
batch25/VT_200919_M436_061.mzML,-0.6570211,-3.3199742,-0.7910396,0.31221154,-1.09421,4.3129835
batch18/VT_200905_M436_155.mzML,0.52114785,-0.091961175,-0.19993678,-0.058873914,3.6833913,6.4243665
batch24/VT_200913_M436_019.mzML,0.8073061,0.10031265,1.0123246,0.63143545,4.2667704,8.972036
batch24/VT_200913_M436_027.mzML,0.80218256,0.18556641,1.1457071,0.26200894,4.693522,10.011087
batch27/VT_200921_M436_067.mzML,1.8937666,-1.242732,0.24132356,1.6331668,3.2736194,8.370984
batch13/VT_200829_M436_099.mzML,0.78496224,0.10180419,0.14134319,0.47389257,4.147548,7.5305934
batch42/VT_201020_M436_091.mzML,0.81302506,-1.3777673,-2.5459929,1.1961443,0.13041927,3.4780114
batch2/KL_200507_M436_247.mzML,1.454584,-1.3769271,-0.37198257,1.0083302,-0.7623566,14.872501
batch20/VT_200907_M436_203.mzML,0.71309453,-0.20302233,-0.18177798,0.23271145,2.8769305,7.0273123
VT_170728_M021_023.mzML,-1.1471756,-0.8397238,-0.04116737,-1.5146538,20.250303,6.875065
VT_170729_M021_263.mzML,0.7487445,1.5897425,-1.3025463,0.108476564,17.921808,10.341816
batch7/KL_200514_M436_183.mzML,1.1193689,-1.4571936,-0.30504948,0.8133372,-0.7626173,14.891328
VT_170728_M021_005.mzML,0.51273113,1.2929949,-1.0135263,0.29926655,17.948305,10.354793
batch2/KL_200507_M436_215.mzML,2.2428787,-0.2190741,0.18440054,0.16830552,-0.3922665,16.211811
batch38/VT_201015_M436_187.mzML,-0.016163409,-0.7811434,-1.5832362,0.005434448,0.34403533,3.1807556
batch24/VT_200913_M436_163.mzML,-0.026025122,-0.8319313,-1.4124994,0.5492592,0.6518976,3.7915761
VT_170729_M021_167.mzML,-0.8260624,-0.6927208,-0.008068204,-1.256229,20.048561,6.9444823
VT_181031_M338_055.mzML,-0.010192029,-0.02486445,-0.0024370993,-0.027553461,8.011984,5.60237
VT_170728_M021_269.mzML,0.30332485,0.48928112,0.107520185,-0.100837655,7.3979154,4.296264
batch18/VT_200905_M436_203.mzML,0.8836066,-0.08149038,-0.1518304,0.5822392,3.7963893,7.4583106
batch30/VT_200925_M436_019.mzML,-0.06402488,-1.8465918,-3.303187,1.0513008,-0.046297304,2.9516761
batch4/KL_200510_M436_093.mzML,1.8203346,-1.5578594,-0.24857204,0.312456,-1.960821,14.443865
VT_160721_M198_127.mzML,0.6883156,1.73465,-3.4953597,0.44767636,2.3110924,0.6056776
batch25/VT_200919_M436_083.mzML,0.48040652,0.23311718,0.29686275,-0.013202154,4.803267,7.114813
VT_160723_M198_105.mzML,0.68756497,1.152054,-2.2342708,0.076081984,1.8871363,0.993758
VT_171029_M314_081.mzML,-0.1016429,0.15624472,0.16056323,-0.14224797,6.788778,5.1814547
batch38/VT_201015_M436_269.mzML,0.08973656,-0.8817166,-0.5919264,0.3458975,0.76152354,4.716207
VT_171031_M314_003.mzML,1.652442,1.5280513,-1.744808,2.0498927,4.1424274,-5.0588927
batch28/VT_200922_M436_059.mzML,0.80455106,0.3284811,0.78803724,-0.004865041,4.6000047,9.50519
batch7/KL_200514_M436_027.mzML,2.2900512,-0.10906246,0.5465415,0.32908568,-0.33906823,16.205359
batch9/KL_200516_M436_217.mzML,1.8812356,-0.47093475,0.38597754,0.5690175,-0.4475304,15.838855
VT_170728_M021_193.mzML,-1.045314,-0.93908733,0.01344288,-1.2980002,20.269575,6.8435316
batch28/VT_200922_M436_131.mzML,1.2605788,0.7500841,0.892289,-0.9889256,4.496101,10.62057
VT_170729_M021_239.mzML,-0.7082913,-0.641163,-0.09839761,-1.131345,19.959078,6.95701
batch25/VT_200919_M436_065.mzML,-0.11476425,-1.5669103,-0.94092244,-0.6769021,0.22588052,5.464602
batch24/VT_200913_M436_203.mzML,0.8832432,0.1546978,0.99581057,0.3608013,4.589103,10.180997
VT_170728_M021_019.mzML,-1.1452018,-0.9711791,-0.13939558,-1.59816,20.37753,6.766061
VT_170728_M021_215.mzML,-2.1291027,-1.6319853,-0.09321864,-2.242995,20.506285,6.6422014
batch27/VT_200921_M436_209.mzML,1.5181938,1.1048245,0.7260015,0.06104575,3.5006728,9.863583
batch25/VT_200919_M436_131.mzML,1.5135763,1.1936179,1.9240334,0.33416116,5.0732403,9.638774
VT_160723_M198_031.mzML,1.1364263,1.4805609,-2.7600248,-0.012888075,1.9281166,0.92766696
batch23/VT_200912_M436_129.mzML,1.144986,0.48852187,0.7710789,0.78431743,3.812592,9.190718
batch9/KL_200516_M436_121.mzML,-0.23314139,-1.8144146,-0.53754216,-0.40192917,0.3783521,5.884018
VT_170728_M021_073.mzML,0.0073418953,0.25193942,0.13904421,-0.13790111,8.004492,4.8069177
VT_170728_M021_069.mzML,-0.35730094,-0.04756309,0.11829239,-0.44373485,9.06753,6.210776
batch44/VT_201023_M436_067.mzML,1.6123847,-1.0188354,0.2446851,1.4751902,3.2829204,8.3477335
batch28/VT_200922_M436_043.mzML,0.9213677,-1.0857615,-2.0119107,1.0146294,0.19791692,3.9066331
batch25/VT_200919_M436_019.mzML,0.93654776,-1.0288965,-1.9702694,1.1443683,0.21589535,3.8446207
VT_171025_M314_241.mzML,0.079491176,0.376285,0.2270954,-0.12827197,6.7660375,4.8422613
batch18/VT_200905_M436_211.mzML,1.756731,0.17032254,0.17923985,1.3259846,5.0462823,7.881646
batch8/KL_200515_M436_153.mzML,1.0756413,-0.4684447,-0.30430698,-0.9678886,-1.596908,15.411306
batch40/VT_201017_M436_249.mzML,-0.042488076,0.049638953,-0.3035431,0.277201,7.682765,6.6431484
batch13/VT_200829_M436_107.mzML,0.46025395,-0.5279783,-0.7516921,0.34702975,1.92201,7.0380397
batch2/KL_200507_M436_175.mzML,1.7902051,-2.5528262,-0.49829903,1.3091953,-0.805753,14.729809
batch7/KL_200514_M436_075.mzML,2.222629,-0.0022158585,0.18541852,-0.17314944,-0.49681354,16.20157
VT_170728_M021_207.mzML,-0.030941734,0.21999398,0.09550934,-0.041170023,6.792661,4.969517
VT_171025_M314_301.mzML,1.2435278,1.2509931,-1.7920676,1.8904709,4.162509,-5.05789
batch7/KL_200514_M436_035.mzML,2.648423,0.076084286,0.13557173,0.21441647,-0.3237539,16.276985
batch4/KL_200510_M436_071.mzML,1.0913569,-0.4907307,-0.15488301,-0.6152841,-1.6037254,15.373229
VT_171029_M314_001.mzML,1.3286129,1.5530246,-1.8747406,2.0730832,4.138032,-5.069161
batch3/KL_200508_M436_247.mzML,1.4143329,-0.6384678,0.27304226,0.48500258,-0.7182699,15.543728
batch23/VT_200912_M436_195.mzML,0.7741205,-0.08875503,0.5729435,0.21195266,4.279912,10.243368
batch23/VT_200912_M436_261.mzML,1.0587789,-0.32425913,0.2026477,0.24033733,4.091177,10.489349
VT_171028_M314_001.mzML,0.916896,1.0708019,-1.9231199,1.7985747,4.1721983,-5.0520077
VT_170729_M021_083.mzML,-0.7229045,-0.5990896,-0.071032315,-1.0959182,19.996826,6.956702
batch24/VT_200913_M436_131.mzML,0.7767387,-0.06955153,0.54064137,0.41271758,4.217801,10.137542
VT_170728_M021_125.mzML,-0.44368944,-0.10570538,0.07078663,-0.37276372,9.004871,6.1864905
VT_170729_M021_087.mzML,-0.5430638,-0.3072609,-0.06594285,-1.0623401,19.77431,6.96778
batch8/KL_200515_M436_221.mzML,3.3303747,0.27065083,0.5099887,0.22827585,-0.23910715,16.312565
VT_170729_M021_027.mzML,-0.8200202,-0.6375393,-0.17872824,-1.2468688,20.065567,6.9416947
batch38/VT_201015_M436_171.mzML,0.23710021,-0.40240008,-0.5046461,0.23001738,1.5939922,5.242232
batch24/VT_200913_M436_193.mzML,1.1241714,0.0070678517,0.51016223,0.89201313,3.967987,8.92029
VT_170728_M021_239.mzML,-0.5845329,-0.5064376,0.0016219709,-1.0141299,19.79048,7.00115
VT_170728_M021_257.mzML,-0.20369051,-0.10331276,0.048661657,-0.69318163,9.606573,6.1362915
VT_170728_M021_095.mzML,-0.7354203,-0.47980666,-0.020019602,-1.1418235,19.901459,6.9796734
batch9/KL_200516_M436_169.mzML,1.8931353,-0.16308267,0.20591655,0.25432485,-0.4947721,16.057072
batch40/VT_201017_M436_075.mzML,-0.551015,-0.93306065,-1.3235298,-0.4844998,0.36901847,3.15041
batch24/VT_200913_M436_245.mzML,0.38259977,-0.6371146,-0.5065784,0.1624845,1.8968207,6.9333086
batch40/VT_201017_M436_235.mzML,0.35770756,-0.014003951,-0.16796331,0.49339652,2.7955494,6.1894474
batch7/KL_200514_M436_231.mzML,1.890512,-0.10278152,0.12626535,-0.18705319,-0.6372489,16.098866
batch30/VT_200925_M436_025.mzML,0.5688911,-3.2804463,-2.0062788,0.74644256,-0.3728506,4.9095383
batch26/VT_200920_M436_051.mzML,1.2988888,0.8860023,2.0236928,0.59003437,5.0937543,9.638265
Control_Positive_P-06.mzML,0.04006555,0.2101029,0.02817241,0.10991469,6.5239,4.531696
batch37/VT_201013_M436_187.mzML,1.5612422,-0.9174641,0.21804294,1.4261222,3.3353374,8.360676
Control_Positive_OP_42.mzML,0.04909034,0.21245064,0.11882101,0.18600434,6.470577,4.4980717
batch30/VT_200925_M436_037.mzML,-0.045007825,-2.4033744,-1.4334664,2.0640862,-0.8083009,4.0330353
batch2/KL_200507_M436_087.mzML,1.0921772,-0.9915,0.12168755,0.376476,-1.0266397,15.2977085
batch41/VT_201018_M436_195.mzML,0.7793515,0.22350673,0.608145,-0.21710305,4.4869037,10.312563
batch37/VT_201013_M436_169.mzML,2.4232433,-0.08595905,1.4332871,1.8163161,3.3486698,8.644216
batch23/VT_200912_M436_249.mzML,-0.07841298,-1.13154,-0.85979384,-0.6593546,0.33022493,5.5270123
VT_171025_M314_009.mzML,1.0535051,1.1891013,-2.1092563,2.144109,4.1704826,-5.053706
VT_170728_M021_097.mzML,-1.9649248,-1.5341973,-0.032150593,-2.2205138,20.5223,6.625967
batch24/VT_200913_M436_091.mzML,0.7307537,-0.30850008,0.3967028,0.6403625,4.0554786,8.122646
batch23/VT_200912_M436_075.mzML,1.1395346,0.75529766,1.8577746,0.42494953,5.099011,9.894882
batch2/KL_200507_M436_111.mzML,1.2633419,-0.72439075,0.0831643,0.45268217,-0.77120453,15.427167
VT_160722_M198_015.mzML,0.72213584,1.7990942,-2.0971265,0.6359574,2.5480936,0.88136715
batch37/VT_201013_M436_121.mzML,2.5231054,-1.1036084,1.4853578,1.980465,3.3197975,8.5851965
VT_170728_M021_233.mzML,0.49536887,1.6747068,-0.7540292,0.48295158,17.964281,10.367465
batch3/KL_200508_M436_263.mzML,2.0511317,0.055548713,0.20726174,-0.36790648,-0.61893165,16.168453
VT_170728_M021_211.mzML,-1.612073,-1.2863926,0.06766073,-1.7519948,20.416124,6.7350082
batch44/VT_201023_M436_131.mzML,0.8351973,0.21963303,0.4582296,-0.46069023,4.3810296,10.5327015
VT_170728_M021_123.mzML,-0.68598896,-0.31104034,-0.053748652,-1.1073245,19.812162,6.9878526
VT_170728_M021_241.mzML,-0.30369258,-0.22648937,0.05538868,-0.7159908,9.686827,6.130401
batch37/VT_201013_M436_109.mzML,1.9080982,-0.6284122,1.1322606,1.3418263,3.3242555,8.5926
batch42/VT_201020_M436_227.mzML,0.32034117,-0.13970983,-0.058037966,-0.23378514,3.7485423,6.3275404
batch40/VT_201017_M436_073.mzML,-0.27025566,-3.4784455,-1.7334548,-0.24711077,-0.4335411,4.932455
batch41/VT_201018_M436_037.mzML,-0.48878542,-2.601459,-0.8109376,0.12658636,-1.1017743,4.3736405
VT_170729_M021_147.mzML,-1.0350596,-0.8097645,-0.033857446,-1.4113206,20.1659,6.898916
batch11/VT_200826_M436_137.mzML,0.23057124,-1.4338999,-0.7308043,-0.12631859,0.9358286,6.796494
batch37/VT_201013_M436_155.mzML,1.7081169,1.4715664,2.44916,0.46587086,5.1116304,9.679809
batch7/KL_200514_M436_265.mzML,2.3924363,0.06792777,0.18106648,-0.062352084,-0.4015864,16.256025
VT_170729_M021_061.mzML,-1.1203425,-0.9278018,-0.03700641,-1.3292471,20.292807,6.8297105
batch28/VT_200922_M436_019.mzML,-0.3693178,-1.9906242,-3.1055806,0.5874759,-0.06067802,2.9113078
batch9/KL_200516_M436_129.mzML,1.7109524,-0.20070413,0.27211925,0.03414911,-0.66778386,15.99158
batch3/KL_200508_M436_015.mzML,2.3023872,-0.06315954,0.27998376,0.21704109,-0.3599274,16.227179
batch27/VT_200921_M436_091.mzML,0.804628,-1.2491124,-2.1850135,1.0958045,0.16124366,3.690724
VT_170729_M021_149.mzML,-0.4101249,-0.19172436,-0.030294707,-0.7937173,9.704735,6.1346364
batch25/VT_200919_M436_221.mzML,0.69562703,0.35259074,0.4038381,-0.07218256,4.7775693,7.163062
batch2/KL_200507_M436_239.mzML,2.1863072,-0.25848767,0.42324036,0.153526,-0.38486066,16.197554
VT_170728_M021_231.mzML,0.6897023,1.816618,-0.8753405,0.4387803,17.955986,10.362254
batch9/KL_200516_M436_089.mzML,2.1191077,-0.055869855,0.10192826,-0.11277011,-0.50524956,16.175865
batch23/VT_200912_M436_059.mzML,1.0674416,0.41948494,1.4152228,0.4130294,4.937346,9.859935
batch40/VT_201017_M436_091.mzML,-0.5139367,-1.8952175,-2.8645728,0.49108887,-0.061224207,2.894031
batch9/KL_200516_M436_257.mzML,2.0291965,-0.10871798,0.21021073,-0.03019832,-0.5773091,16.121058
VT_160226_139.mzML,-1.3357383,3.6865392,-1.5626509,1.9335555,9.214516,-6.0796866
VT_170728_M021_059.mzML,-2.0831392,-1.8535417,0.008330427,-2.577238,20.506468,6.642612
batch9/KL_200516_M436_249.mzML,0.82501227,-0.8704088,-0.25821045,0.39547753,-0.87324804,15.267304
VT_171029_M314_297.mzML,1.4167554,1.2844912,-1.6851821,1.8666661,4.145596,-5.0730443
batch18/VT_200905_M436_259.mzML,0.3917518,-0.13150269,-0.12732732,-0.14259982,4.1301656,6.289179
batch44/VT_201023_M436_267.mzML,1.1134583,0.21323496,1.4012591,0.5789065,4.917394,9.811732
batch8/KL_200515_M436_047.mzML,2.7120526,0.041624613,0.4540916,0.4260206,-0.24084345,16.313501
batch27/VT_200921_M436_203.mzML,0.26991105,-0.4323848,-0.35372913,-0.35260463,6.7943115,5.9032726
VT_171029_M314_137.mzML,-0.3040318,-0.87804437,0.9641876,-1.4682882,15.171257,10.445991
VT_170728_M021_267.mzML,-0.41050127,-0.34907758,0.006583021,-0.89478964,19.693296,7.009991
VT_170728_M021_243.mzML,-0.7228437,-0.5895556,-0.08959635,-1.1428787,19.920378,6.9689713
batch17/VT_200904_M436_267.mzML,1.832982,0.41404882,-0.028754875,0.7195807,5.3789134,7.9893556
VT_160715_M198_045.mzML,0.76921964,1.7668905,-2.2510266,0.50254214,2.4958162,0.8317788
Patient_Positive_P-52.mzML,-2.340266,0.23795336,-0.2080972,0.5600711,17.656563,-0.010190237
batch26/VT_200920_M436_027.mzML,0.20880255,0.16843994,0.5751813,0.18203074,8.562196,4.989414
batch23/VT_200912_M436_177.mzML,1.2142767,0.14822835,0.19323227,0.05277449,3.911032,10.301146
batch38/VT_201015_M436_179.mzML,1.006895,0.75558263,1.5445787,0.20244858,4.9223537,9.512759
batch37/VT_201013_M436_267.mzML,0.66975087,0.39426985,0.6364788,0.21456839,4.4396424,8.2520275
batch9/KL_200516_M436_161.mzML,2.1776445,-0.06371415,0.2189915,0.31758547,-0.38408548,16.194479
VT_171026_M314_151.mzML,0.9502615,0.7438079,-0.6544454,1.1116014,4.3667064,-3.1434233
VT_170729_M021_079.mzML,-0.26209223,-0.14244579,0.08343806,-0.6106572,9.442856,6.159992
batch3/KL_200508_M436_039.mzML,1.836468,-0.37729943,0.32256427,0.44779816,-0.44382668,15.934723
batch29/VT_200924_M436_163.mzML,-0.14812167,-0.6119489,-1.035605,-0.05072712,0.44436136,3.4229715
batch45/VT_201024_M436_059.mzML,1.0835317,0.792215,1.7541326,0.25790015,5.1598043,10.239969
batch7/KL_200514_M436_207.mzML,1.8581772,-0.24826154,0.1887878,-0.039247647,-0.6234507,16.070694
batch23/VT_200912_M436_179.mzML,1.1685195,0.099398606,0.96694463,-0.11477379,4.5953126,10.366928
batch36/VT_201008_M436_089.mzML,2.0954008,1.1515228,0.8427108,0.58969367,3.391822,10.168788
